Company,Role,Clean Location,Minimum Experience,Maximum Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8
larsen & toubro infotech limited,business analyst - loans/retail banking,['pune'],5,8,it skills,software development,loans,retail,data analysis,metadata,business analysis,data analysis
move one,business systems analyst,['pune'],4,5,procurement,supply chain,erp,pmp,data migration,consulting,edi,microsoft dynamics
yan it solutions,business analyst,['pune'],7,10,it skills,software development,git,data migration,business analysis,technical writing,infrastructure management,pharma
diverse lynx,business analyst capital market,['pune'],1,5,relationship management,data analysis,interpersonal skills,equity derivatives,business analysis,fixed income,swaps,application development
nathan ark software pvt. ltd.,it business analyst,['pune'],5,8,it skills,software development,testing,computer science,data migration,publishing,business concepts,business analysis
media 7,business analyst,['pune'],1,3,data analysis,business administration,data analysis,operational support,interpersonal skills,marketing analytics,software packages,business analysis
mindbody,business insights analyst,['pune'],1,4,sql,data reporting,project management,data analysis,consulting,data analysis,client management,supervision
hexanika,business analyst,['pune'],3,8,it skills,testing,cloud,big data,data validation,business analysis,machine learning,test management
teamware solutions,risk analyst 2,['pune'],1,3,rest,testing,information technology,financial services,sql,application development,spring,computer science
centurysoft pvt ltd,business analyst,['pune'],3,8,data analysis,business concepts,retail,business analysis,uml,business analysis,process improvement,dwbi
deutsche bank,business functional analyst,['pune'],6,10,it skills,core java,payroll,production support,enterprise applications,agile,data structures,html
mindbody,business intelligence analyst i,['pune'],1,3,sql,data analysis,data analysis,business intelligence analyst,wellness,ssis,operations,business operations
teamware solutions,financial analyst 3,['pune'],3,8,change management,us gaap,mis,process improvement,product control,financial analyst,data quality,ifrs
larsen & toubro infotech limited,business analyst - regulatory reporting,['pune'],8,13,it skills,testing,business analysis,regulatory reporting,technical design,functional testing,consulting,system integration
konnect consultancy,business consultant/ business analyst- hcm/ payroll,['pune'],2,6,erp,ms data management,mis,reports,talent management,human resources,hr policies,recruitment
nectar infotel solutions pvt. ltd.,business analyst - itil/itsm,['pune'],4,7,primary research,bloomberg,hoovers,workflow,scheduling,data quality,ms office,operations
larsen & toubro infotech limited,business analyst - capital markets,['pune'],5,10,relationship management,data analysis,interpersonal skills,business analysis,manager technology,application development,customer service,capital market
wolters kluwer india pvt ltd,business systems analyst,['pune'],3,6,product management,data analysis,healthcare,issue resolution,gap analysis,data mapping,test cases,user acceptance testing
grand view research (india) pvt ltd,business intelligence analyst,['pune'],1,3,business intelligence,power bi,tableau,microsoft excel,data analysis,data mining,dax,dashboards
venture center,biopharma analyst,['pune'],2,7,procurement,ehs,data analysis,data analysis,quality systems,standard operating procedures,data collection,instrumentation
mindbody,business intelligence analyst ii,['pune'],3,5,data analysis,data management,machine learning,project management,data analysis,data quality,ssis,operations
sigma software,business systems analyst,['pune'],4,8,service management,product management,data management,uml,xml,billing,employee engagement,system integration
wolters kluwer india pvt ltd,business intelligence analyst,['pune'],2,3,it skills,tableau,payroll,operational excellence,pdf,sales planning,sales,microsoft excel
wolters kluwer financial services,business intelligence analyst,"['kalyani', 'pune']",2,3,payroll,operational excellence,pdf,sales planning,sales,microsoft excel,business intelligence analyst,sales analytics
radical technologies,business analyst,['pune'],4,9,it skills,testing,quality assurance,computer science,interpersonal skills,manager quality assurance,business analysis,technical writing
golden orchid,urgent requirement of data entry,['lucknow'],0,1,email,computer data entry operator,phone,browsing,consultancy,business executive,data entry operator,
apicalgo consultancy,lead clinical data manager/senior manager - edc,['bangalore'],5,8,health management information system,edc,technical support,data management,clinical data management,,,
the nielsen company,data processing specialist,['vadodara'],3,7,it skills,python,project management,bpo,project management,data validation,coding,data processing
execboardinasia,sr. engineering manager,['bangalore'],5,10,qa,backend,front end,coding,resource allocation,management,quality operations,
factentry data solutions private limited,data analysts,['vellore'],2,5,data analysts,,,,,,,
omics group,editorial assistant- engineering & management group,['hyderabad'],2,7,adobe acrobat,microsoft excel,incharge,engineering management,time management,pharma,social networking,director
levi strauss & co.,ai lead,['bangalore'],5,10,automation,git,commercial head,data analysis,agile,data quality,data analysis,budgeting
waterleaf consultants pvt. ltd.,sr . data engineer,"['delhi', 'hyderabad']",5,10,data engineering,hadoop,aws,data manupulating,big data,data engineer,data extraction,machine learning
ayan consultancy,telecaller cum data entry operator,['bhubaneswar'],1,2,customer service,data analysis,help desk telephony support,customer relationship,access controls,asset management,intellectual property,vendor management
mks manpower solutions,"home based (part time full time) data entry operator, job apply","['ahmedabad', 'goa', 'kolkata', 'indore', 'agartala', 'trivandrum', 'gandhinagar', 'srinagar', 'itanagar']",1,3,data management,computer,data mining,data center operations,data analyst,data,data collection,data entry
galaxia solutions,big data developers,['mumbai'],3,6,agile,manager technology,asset management,jira,testing,,,
t & a solutions,data entry,"['thane', 'zirakpur']",2,7,website,data entry,,,,,,
sunderella,data analyst/content writer specialist,"['karnataka', 'pan india', 'mysore']",2,6,data analysis,content management,strategy implementation,business analysis,data analysis,online sales,data collection,sem
talpro,chief intelligence officer - data science & analytics,"['mumbai', 'delhi', 'gurgaon', 'bangalore']",8,12,sas,data management,statistics,data analysis,,,,
nse.it ltd,business intelligence ( azure data platform ),['mumbai'],2,7,automation,data migration,information security,agile,informatica,business intelligence,sdlc,unix shell scripting
medrec technologies,"c#, asp.net, web api, senior software developer",['udaipur'],3,8,jquery,xml,javascript,healthcare,windows,wcf,mvc,microsoft
st. john’s research institute,junior research fellow,['bangalore'],1,2,biotechnology,nutrition,junior research fellow,data collection,life sciences,data entry,recruitment,
hivesure infosolutions,senior data engineers,['chennai'],6,8,lead architect,ooad,debugging,j2ee,scrum,unit testing,hrd,engineering lead
ipe global pvt. ltd,program and data associate,"['chhattisgarh', 'assam']",5,8,claims,nutrition,data management,data analysis,consulting,e-governance,information technology,data associate
seven consultancy,biological technician,['new delhi'],2,5,environmental science,chemical,biochemical tests,pharma,biology,research,resource management,technical support
seven consultancy,clinical quality control specialist,['hyderabad'],3,8,copy writing,qc,scientific writing,quality check,manager quality control,medical writing,fact,recruitment
seven consultancy,research assistant,['hyderabad'],1,3,administration,statistics,sas,simulation,staffing,project management,data collection,healthcare
blocklogy edutech private limited,data analyst,['mumbai'],1,3,training,outbound,machine learning,data analysis,media management,online media,data analyst,data analysis
hrdevi talent acquisition,data collector,['mumbai'],1,10,communication skills,time management,active listening,proactive,comprehension,,,
ibm india pvt. limited,professional - data management,['chennai'],6,8,financial analysis,lease data management,accounting,finance,data interpretation,lease administration,data management,leasing
ibm india pvt. limited,data engineer: big data,['hyderabad'],4,6,hive,core java,multithreading,hadoop,scala,big data,unix shell scripting,spark
ibm india pvt. limited,data engineer: data integration,['bangalore'],4,6,it skills,java,data transformation,core java,content management,data analysis,unix shell scripting,machine learning
